title,price,location,property_type,bedrooms,bathrooms,area
متشطبة بالتكييفات بمقدم504 ألف تسليم بعد 6 شهور,"
          504,000
              EGP  ","Fifth Square, North Investors Area, New Cairo City, Cairo",Apartment,3 ,3 ,160 sqm
شقه للبيع مدينه نصر بموقع متميز جدا وسعر مميز,"
          1,500,000
              EGP  ","Makram Ebeid St., 6th Zone, Nasr City, Cairo",Apartment,3 ,2 ,180 sqm
شقة 3 غرف متشطبه أمام سفارة الامارات بمقدم 363 الف,"
          363,000
              EGP  ","Porto Heliopolis, Almazah, Heliopolis - Masr El Gedida, Cairo",Apartment,3 ,2 ,157 sqm
ارضي بحديقة الاندلس الجديدة استلام فوري بالتتقسيط,"
          1,494,400
              EGP  ","Al Andalus El Gedida, Al Andalus District, New Cairo City, Cairo",Apartment,3 ,2 ,162 sqm
شقة 121 مترغرفتين متشطبه بالكامل بمقدم 278 الف,"
          278,000
              EGP  ","Porto Heliopolis, Almazah, Heliopolis - Masr El Gedida, Cairo",Apartment,2 ,1 ,121 sqm
اخر وحدتين بالتشطيب بسعر متر 11 الف وبتقسيط 11 سنة,"
          1,680,000
              EGP  ","R7, New Capital City, Cairo",Apartment,3 ,2 ,150 sqm
شقة تقسيط 10سنوات امام اكبر حديقة مركزية بالعاصمة,"
          1,536,000
              EGP  ","Menorca, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,3 ,160 sqm
شقه 116م للبيع بمدينتي B10 تطل على حديقه,"
          1,263,000
              EGP  ","Madinaty, Cairo",Apartment,3 ,2 ,116 sqm
كومبوند بلوم فيلد في مدينه المستقبل,"
          1,000,000
              EGP  ","Bloomfields, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",Apartment,1 ,1 ,76 sqm
ستديو 51 متر متشطب بمقدم 131 الف بقلب مصر الجديدة,"
          131,000
              EGP  ","Porto Heliopolis, Almazah, Heliopolis - Masr El Gedida, Cairo",Apartment,1 ,1 ,51 sqm
امتلك شقة 175م بجوار الحى الدبلوماسى بسعر متر 8000,"
          1,400,000
              EGP  ","Catalan, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,3 ,175 sqm
مرحلة جديدة في Castle Landmarkمساحات تبدأ من 80 م,"
          1,040,000
              EGP  ","Castle Landmark, New Capital Compounds, New Capital City, Cairo",Apartment,studio ,1 ,80 sqm
شقة امام فندق هيلتون و فندق كمبنسكي تقسيط 10سنوات,"
          1,315,000
              EGP  ","Menorca, New Capital Compounds, New Capital City, Cairo",Apartment,2 ,2 ,129 sqm
lowest price apartment 190m In New Capital .,"
          1,824,000
              EGP  ","Midtown Sky, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,3 ,190 sqm
Apartment 3 Bedrooms in New Cairo for sale,"
          3,390,000
              EGP  ","Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,210 sqm
"apartment for sale in Al Yasmeen 5, 5th settlement","
          2,500,000
              EGP  ","El Sharbatly, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,2 ,220 sqm
apt 160 corner for sale in mountain view Hyde park,"
          1,700,000
              EGP  ","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,2 ,160 sqm
For Sale Town House 263 m Villette Sodic Delivered,"
          5,000,000
              EGP  ","Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,4 ,263 sqm
Apartment For SaleThe Village Palm Hills New Cairo,"
          2,300,000
              EGP  ","The Village, South Investors Area, New Cairo City, Cairo",Apartment,2 ,2 ,146 sqm
apartment prime location Mountain view Hyde park,"
          1,750,000
              EGP  ","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,2 ,160 sqm
Paid 504K And Own Apt Finished Apt With A/Cs .,"
          3,360,000
              EGP  ","Fifth Square, North Investors Area, New Cairo City, Cairo",Apartment,3 ,2 ,160 sqm
pay 145.000 and owned your apt on the tourist path,"
          145,000
              EGP  ","De Joya, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,3 ,135 sqm
"lowest price per meter 11k,fully finished,11years","
          1,650,000
              EGP  ","Sueno, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,3 ,150 sqm
apartment prime location Mountain view Hyde park,"
          2,300,000
              EGP  ","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,199 sqm
Apartment for sale at 5th Settlement-special offer,"
          932,900
              EGP  ","Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,139 sqm
Delivered Your Apt With 5% DP And 14Y Installments,"
          2,300,000
              EGP  ","Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",Apartment,3 ,3 ,136 sqm
Fully Finished Apartment ready to move - El Patio7,"
          3,900,000
              EGP  ","El Patio 7, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,2 ,156 sqm
Most-Wanted Apartment In VGK is NOW For Sale !!,"
          1,600,000
              EGP  ","Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,2 ,163 sqm
Good Opportunity For Sale Apartment In Mivida 200m,"
          3,375,000
              EGP  ","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,200 sqm
for sale aprtment 197m in lake viwe residense....,"
          2,950,000
              EGP  ","Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,197 sqm
Mivida Emaar Apartment 200 SQM Under Market Price,"
          3,600,000
              EGP  ","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,200 sqm
Fully Finished apartment for sale at Regent's Park,"
          3,000,000
              EGP  ","Regents Park, Al Andalus District, New Cairo City, Cairo",Apartment,3 ,2 ,188 sqm
Apartment 215m Mountain View very prime location,"
          2,470,000
              EGP  ","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,215 sqm
Apartment for sale in Mountain Hyde park,"
          3,000,000
              EGP  ","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,3 ,200 sqm
Apartment FULLY FINISHED for Sale in Eastown,"
          3,900,000
              EGP  ","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,4 ,210 sqm
apartment 201 meter in La Mirada New Cairo,"
          2,700,000
              EGP  ","La Mirada Compound, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,4 ,3 ,201 sqm
Apartment in Heliopolis 450 sqm Fully finished,"
          6,000,000
              EGP  ","Abd Al Aziz Fahmy St., Heliopolis Square, El Nozha, Cairo",Apartment,5 ,3 ,450 sqm
Paid 145K And Own Apt 175m In New Capital .,"
          1,450,000
              EGP  ","Catalan, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,3 ,175 sqm
apartment 202 m mountain view under market price,"
          2,100,000
              EGP  ","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,4 ,3 ,202 sqm
Get 20% + Installment 10Y + Furniture And Machines,"
          100,000
              EGP  ","Rivan, New Capital Compounds, New Capital City, Cairo",Apartment,2 ,2 ,125 sqm
apartment prime location Mountain view Hyde park,"
          2,590,000
              EGP  ","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,199 sqm
للبيع شقة في جراندا لايف الشروق بدون اوفر+ الاقساط,"
          1,822,000
              EGP  ","Granda, 5th District, Shorouk City, Cairo",Apartment,3 ,2 ,155 sqm
apartment 199 corner for sale phase1 with installment,"
          1,000,000
              EGP  ","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,199 sqm
Apartment For Sale in Eastown View Park 8 acres DIRECTLY,"
          3,300,000
              EGP  ","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,210 sqm
Apartments 3 bed for sale in New Cairo - Castle landmark,"
          2,173,000
              EGP  ","Castle Landmark, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,3 ,190 sqm
lowest price apartment at Hyde park new cairo.,"
          4,470,000
              EGP  ","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,2 ,220 sqm
Apartment for sale in Taj City | Prime Location,"
          2,260,000
              EGP  ","Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,163 sqm
Apartment for sale in Hyde Park WITH GARDEN,"
          3,000,000
              EGP  ","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,220 sqm
Apartment for sale with facilities in Aria - Mostakbal City,"
          2,460,000
              EGP  ","Aria Compound, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,190 sqm
Apartment 200 m resale in New Cairo - Mountain View Hyde Park,"
          2,250,000
              EGP  ","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,2 ,200 sqm
Service apartment in JW Marriott Residences New Cairo for sale,"
          3,420,000
              EGP  ","Wadi Degla, North Investors Area, New Cairo City, Cairo",Apartment,1 ,1 ,90 sqm
Service apartment in JW Marriott Residences New Cairo for sale,"
          4,560,000
              EGP  ","Wadi Degla, North Investors Area, New Cairo City, Cairo",Apartment,2 ,1 ,120 sqm
Service apartment in JW Marriott Residences New Cairo for sale,"
          6,460,000
              EGP  ","Wadi Degla, North Investors Area, New Cairo City, Cairo",Apartment,3 ,2 ,170 sqm
Fully finished Apartment with facilities in New Capital Resale,"
          2,550,000
              EGP  ","Park Lane, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,3 ,215 sqm
"Apartment With Special Garden For Sale In New Capital,With Installments","
          1,965,000
              EGP  ","Atika, New Capital Compounds, New Capital City, Cairo",Apartment,2 ,2 ,100 sqm
"Apart. for sale in new capital 7800 per sqm, 10 years installment, in R7","
          1,452,000
              EGP  ","Catalan, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,3 ,175 sqm
Apartment 171m with garden 74m for sale        .,"
          1,205,050
              EGP  ","Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,171 sqm
FULLY FINISHED APARTMENT AT HYDE PARK 200M,"
          2,500,000
              EGP  ","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,4 ,200 sqm
apartment prime location in the square  new cairo,"
          1,650,000
              EGP  ","The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,2 ,171 sqm
For Sale Mivida Middle Apartment in Crescent 244m2,"
          7,450,000
              EGP  ","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,244 sqm
A Golden Opportunity Apartment 140 m at CFC,"
          3,100,000
              EGP  ","Cairo Festival City, North Investors Area, New Cairo City, Cairo",Apartment,2 ,2 ,140 sqm
"Apartment vilas ,Al Nargas 3 immediate,installment","
          2,200,000
              EGP  ","Al Narges 3, Al Narges, New Cairo City, Cairo",Apartment,3 ,3 ,220 sqm
"South Academy apartment Al-Futtaim ,Cairo Festival","
          3,250,000
              EGP  ","Orouba Axis, Area A, Ganoob El Acadimia, New Cairo City, Cairo",Apartment,3 ,3 ,260 sqm
* Apartment for sale in the capital at a price per square meter starting from 7700 installments for 9 years,"
          1,450,000
              EGP  ","Catalan, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,3 ,175 sqm
للبيع شقه بالفرش والاجهزه راقيه جدا,"
          2,250,000
              EGP  ","El Diplomaseen, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,2 ,200 sqm
انتهزالفرصه احجزشقتك الان بأخرمرحله وسعر مش هيتكرر,"
          1,449,000
              EGP  ","Castle Landmark, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,2 ,140 sqm
Aprtment 143 m for sale in porto new cairo,"
          2,300,000
              EGP  ","Porto New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,3 ,143 sqm
Fully Finished Apartment for sale in Mivida Emaar,"
          3,800,000
              EGP  ","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,200 sqm
Apartment for sale in 5th settlement             .,"
          1,277,100
              EGP  ","Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,182 sqm
Finished Apartment 160 SQM for sale - Mivida EMAAR,"
          3,350,000
              EGP  ","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,2 ,160 sqm
with half price own your apartment at midtown sky.,"
          545,000
              EGP  ","Midtown Sky, New Capital Compounds, New Capital City, Cairo",Apartment,1 ,1 ,90 sqm
apartment prime location Mountain view Hyde park,"
          1,750,000
              EGP  ","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,2 ,160 sqm
apartment prime location Mountain view Hyde park,"
          1,750,000
              EGP  ","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,2 ,160 sqm
Apartment 127m for sale- Eastown Compond New Cairo,"
          2,000,000
              EGP  ","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,2 ,127 sqm
Apartment 185 for sale in Eastown sodic,"
          3,292,100
              EGP  ","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,4 ,184 sqm
Apartment for sale 170 in the sixth part inElmaadi,"
          1,400,000
              EGP  ","6th Sector, Zahraa El Maadi, Hay El Maadi, Cairo",Apartment,3 ,2 ,170 sqm
apartment prime location Mountain view Hyde park,"
          1,700,000
              EGP  ","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,2 ,115 sqm
Apartment for sale in Hyde Park Compound,"
          2,450,000
              EGP  ","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,220 sqm
Own Your Finished Apt 248K DP - Installment 11Year,"
          2,255,000
              EGP  ","Sueno, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,3 ,205 sqm
The Cheapest Price In New Capital Apartment 150m .,"
          1,650,000
              EGP  ","Sueno, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,3 ,150 sqm
OWN YOUR APARTMENT IN ZED EAST,"
          3,895,500
              EGP  ","Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,184 sqm
One day offer with a lifetime investment,"
          1,806,000
              EGP  ","R7, New Capital City, Cairo",Apartment,2 ,2 ,129 sqm
Apartments for sale 156 m  7% discount free club,"
          2,122,000
              EGP  ","R7, New Capital City, Cairo",Apartment,3 ,3 ,156 sqm
